,Unnamed: 0,year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price,Year_levels
2401,12765,2009,2,4,2,1,3140,3197,attached,531,0,True,False,True,True,4243,Herbert Route,,East Lucas,11911,369180.0,2002-2018
2402,12766,2004,2,4,3,0,2193,2227,attached,454,0,True,False,True,True,213,Holt Road,,East Lucas,11911,337684.0,2002-2018
2403,12767,2004,2,4,3,0,2190,2227,attached,661,0,True,False,True,True,726,Angela Harbor,,East Lucas,11911,327603.0,2002-2018
2404,12768,1989,1,3,2,0,1377,1377,attached,473,0,True,False,True,True,356,Simon Villages,,East Lucas,11911,317516.0,1985-2001
2407,12771,2003,1,3,2,0,1797,2239,attached,486,0,True,False,True,True,214,Cruz Valley,,East Lucas,11911,327600.0,2002-2018
2408,12772,1989,1,2,1,1,1616,1630,attached,401,0,True,False,True,True,7736,Coleman Court,,East Lucas,11911,294844.0,1985-2001
2409,12773,1984,1,2,1,1,1627,1626,attached,401,0,False,False,False,False,921,Tyler Ford,,East Lucas,11911,234360.0,1968-1984
2411,12775,1976,1,5,1,1,1648,1713,attached,396,0,False,True,True,True,739,Walls Mews,,East Lucas,11911,214197.0,1968-1984
2412,12776,1991,1,2,1,1,1220,1218,attached,429,0,True,False,True,True,221,Coleman Court,,East Lucas,11911,219240.0,1985-2001
2413,12777,1929,1,4,2,1,2656,3017,detached,431,0,True,False,True,True,801,Adams Bridge,,East Lucas,11911,579596.0,1918-1934
2414,12778,1991,1,2,1,1,1441,1456,attached,410,0,True,False,True,True,79192,Coleman Court,,East Lucas,11911,163798.0,1985-2001
2415,12779,1955,1,3,1,0,1269,1490,detached,397,0,False,False,False,False,763,Elizabeth Mountains,,East Lucas,11911,352799.0,1951-1967
2416,12780,2015,1,3,2,0,1756,1811,attached,426,0,False,False,True,True,21828,Ryan Bridge,,East Lucas,11911,362877.0,2002-2018
2417,12781,2003,2,4,2,1,2673,2741,attached,424,0,False,False,True,True,88623,Steven Cape,,East Lucas,11911,350278.0,2002-2018
2418,12782,2002,1,5,1,1,1978,2051,attached,439,0,False,False,True,True,55,Espinoza Square,,East Lucas,11911,333897.0,2002-2018
2419,12783,2003,1,3,2,0,1741,1803,attached,477,0,True,False,True,True,94,Irwin Street,,East Lucas,11911,327604.0,2002-2018
2420,12784,2004,1,2,2,1,2133,2350,attached,588,0,True,False,True,True,9371,Smith Expressway,,East Lucas,11911,309956.0,2002-2018
2421,12785,2004,1,2,2,1,2122,2347,attached,590,0,True,False,True,True,3484,Keith Overpass,,East Lucas,11911,365398.0,2002-2018
2422,12786,2005,1,2,2,0,1685,1946,attached,487,0,True,False,True,True,970,Wright Camp,,East Lucas,11911,302404.0,2002-2018
2423,12787,2005,1,2,2,0,1393,1496,attached,429,0,True,False,True,True,6770,King Ridges,,East Lucas,11911,251997.0,2002-2018
2424,12788,2006,2,4,3,0,2534,2749,attached,663,0,True,True,True,True,30071,Charles Mountain,,East Lucas,11911,257039.0,2002-2018
2425,12789,2006,1,3,2,1,2405,2488,attached,586,0,True,False,True,True,5797,Brown Squares,,East Lucas,11911,439738.0,2002-2018
2426,12790,2012,2,4,2,1,1964,2040,attached,471,0,False,False,True,True,539,Brown Village,,East Lucas,11911,413907.0,2002-2018
2427,12791,2010,2,4,3,0,2322,2461,attached,610,0,False,False,True,True,500,Herman Flats,,East Lucas,11911,390600.0,2002-2018
2428,12792,2007,2,4,2,1,1980,2143,attached,486,0,True,False,True,True,27,Michael Forest,,East Lucas,11911,302400.0,2002-2018
2429,12793,2006,1,4,2,1,2563,2766,attached,651,0,True,False,True,True,4237,Julie Stravenue,,East Lucas,11911,430232.04,2002-2018
2430,12794,2006,1,4,3,0,3040,3132,attached,611,0,True,False,True,True,83893,Julie Stravenue,,East Lucas,11911,478799.0,2002-2018
2431,12798,2005,2,2,2,0,1151,1152,attached,495,0,True,False,True,True,5371,Stevens Camp,2454.0,North Erinville,11510,235616.0,2002-2018
2432,12799,2006,2,3,2,1,1441,1520,detached,437,0,True,False,True,True,335,Samantha Lodge,,North Erinville,11510,343984.0,2002-2018
2433,12800,2006,2,3,2,1,1439,1513,detached,439,0,True,False,True,True,33946,Reeves Spurs,,North Erinville,11510,340201.0,2002-2018
2434,12801,2005,2,3,2,1,1674,1737,attached,431,0,True,False,True,True,722,Myers Motorway,,North Erinville,11510,378003.0,2002-2018
2435,12816,2004,1,3,2,1,2441,2524,attached,425,0,False,False,True,True,448,Kevin Station,,Port Jonathanborough,10250,403200.0,2002-2018
2436,12879,2008,1,4,2,0,1700,1730,attached,449,0,False,False,True,True,1823,Bradford Cape,,Port Jonathanborough,10250,367920.0,2002-2018
2437,12880,2008,1,3,2,0,1240,1241,attached,455,0,False,False,True,True,82718,Bradford Cape,,Port Jonathanborough,10250,317516.0,2002-2018
2438,12881,2005,2,4,4,0,4038,4154,attached,680,0,True,False,True,True,55,Elliott Isle,,Port Jonathanborough,10250,466203.0,2002-2018
2439,12882,2009,2,5,3,0,2727,2807,attached,614,0,False,False,True,True,752,Elliott Isle,,Port Jonathanborough,10250,384298.0,2002-2018
2440,12883,2003,2,4,2,1,2746,2769,attached,419,0,False,False,True,True,3751,Carolyn Locks,,North Erinville,11510,405723.0,2002-2018
2441,12884,2003,2,4,2,1,2922,2952,attached,648,0,True,True,True,True,70485,Jeffery Neck,,North Erinville,11510,444776.0,2002-2018
2442,12885,2006,2,4,3,0,3262,3262,attached,598,0,True,False,True,True,43276,Michelle Station,,North Erinville,11510,472501.0,2002-2018
2443,12886,2005,1,3,2,0,2255,2260,attached,634,0,False,False,True,True,46100,Robertson Haven,,Port Jonathanborough,10250,318150.0,2002-2018
2444,12887,2005,2,4,2,1,3118,3194,attached,762,0,True,False,True,True,7031,Zachary Harbor,,North Erinville,11510,478801.0,2002-2018
2445,12888,2004,2,4,3,1,4041,4169,attached,588,0,True,False,True,True,34191,Crystal Lights,,North Erinville,11510,498959.0,2002-2018
2446,12889,2002,1,3,2,1,2575,2645,attached,656,0,True,False,True,True,80170,Andrews Parkways,,North Erinville,11510,453601.0,2002-2018
2447,12892,2004,1,3,2,1,2583,2641,attached,664,0,True,False,True,True,8069,Mcknight Radial,,North Erinville,11510,487617.0,2002-2018
2448,12893,2002,2,3,3,0,2588,2618,attached,636,0,True,False,True,True,53498,Lawson Cliff,,North Erinville,11510,425883.0,2002-2018
2449,12894,2003,2,3,2,1,2737,2838,attached,430,0,False,False,True,True,33306,Kevin Station,,Port Jonathanborough,10250,403202.0,2002-2018
2450,12895,2003,2,4,2,1,3197,3264,attached,503,0,False,False,True,True,16236,Bowers Roads,,Port Jonathanborough,10250,472500.0,2002-2018
2451,12896,2004,2,3,2,1,2105,2162,attached,635,0,False,True,True,True,184,Alyssa Rapid,,Port Jonathanborough,10250,390600.0,2002-2018
2452,12897,2002,1,3,2,0,2252,2306,attached,430,0,False,True,True,True,12038,Bailey Villages,,Port Jonathanborough,10250,409500.0,2002-2018
2453,12907,2012,2,4,2,0,2703,2845,attached,637,0,False,False,True,True,28380,Christopher Oval,,North Erinville,11510,469983.0,2002-2018
2454,12908,2006,2,4,2,1,2576,2574,attached,581,0,True,False,True,True,9121,Abigail Branch,,North Erinville,11510,409504.0,2002-2018
2457,12914,2007,1,5,3,1,3303,3488,attached,463,0,True,False,True,True,11488,Kathleen Wall,,Wendybury,10250,529201.0,2002-2018
2458,12915,2008,2,5,2,1,3586,3710,attached,678,0,True,False,True,True,393,Cook Haven,,Wendybury,10250,497704.0,2002-2018
2459,12921,2007,2,4,3,1,3262,3256,attached,651,0,True,False,True,True,485,Patrick Hill,,Wendybury,10250,529201.0,2002-2018
2460,12922,2004,2,3,2,1,2618,2820,attached,433,0,True,False,True,True,439,Paul Turnpike,,Wendybury,10250,394383.0,2002-2018
2461,12923,2006,2,5,3,0,3447,3650,attached,772,0,True,False,True,True,3245,Gregory Corners,,Wendybury,10250,497702.0,2002-2018
2462,12924,2003,1,4,3,0,2208,2227,attached,444,0,True,False,True,True,55983,Martinez Glen,,Wendybury,10250,418954.0,2002-2018
2463,12925,2004,2,5,3,1,3212,3205,attached,633,0,True,False,True,True,74483,Melanie Fort,,Wendybury,10250,401941.0,2002-2018
2464,12926,1989,2,4,3,0,2704,2744,attached,606,0,True,True,True,True,766,Danielle Forges,,Wendybury,10250,453604.0,1985-2001
2465,12947,2008,2,3,2,1,2806,2800,attached,604,0,True,False,True,True,22276,William Passage,,Wendybury,10250,409501.0,2002-2018
2466,12948,2008,2,4,2,1,2620,2619,attached,587,0,True,False,True,True,5513,William Passage,,Wendybury,10250,427136.0,2002-2018
2467,12949,2008,2,3,2,1,3121,3118,attached,693,0,True,False,True,True,26865,Rodriguez Mount,,Wendybury,10250,478797.0,2002-2018
2468,12950,1999,1,3,2,0,1911,1976,attached,622,0,True,True,True,True,8276,Tina Burgs,,Wendybury,10250,409501.0,1985-2001
2469,12951,1999,1,3,2,0,1914,1985,attached,629,0,True,False,True,True,322,Linda Prairie,,Wendybury,10250,409502.0,1985-2001
2470,12952,1996,1,3,2,0,1474,1583,attached,422,0,False,False,True,True,3376,Perry Mountains,,Wendybury,10250,315004.0,1985-2001
2471,12953,1989,1,4,2,0,2116,2120,attached,620,0,True,False,True,True,858,Ian Manor,,Wendybury,10250,352797.0,1985-2001
2472,12954,1989,2,5,3,0,2637,2639,attached,634,0,True,False,True,True,602,Perry Mountains,,Wendybury,10250,422097.0,1985-2001
2473,12955,1991,2,5,3,0,2639,2645,attached,636,0,True,True,True,True,617,Lowe Key,,Wendybury,10250,419581.0,1985-2001
2474,12956,1989,2,4,2,1,2242,2263,attached,715,0,True,True,True,True,60234,Evan Glens,,Wendybury,10250,371701.0,1985-2001
2475,12957,1997,2,4,2,1,3098,3176,attached,651,0,True,False,True,True,9417,Martinez Glen,,Wendybury,10250,342724.0,1985-2001
2476,12958,1997,2,4,2,1,3100,3176,attached,654,0,True,False,True,True,9417,Martinez Glen,,Wendybury,10250,472504.0,1985-2001
2477,12959,1988,2,3,3,0,2213,2286,attached,397,0,True,True,True,True,71945,Michael Cove,,Wendybury,10250,447302.0,1985-2001
2478,12960,1977,1,3,2,0,1436,1435,detached,479,1056,False,False,True,True,536,Johnson Ridge,,Wendybury,10250,119698.0,1968-1984
2479,12961,1973,1,3,1,1,1052,1058,detached,401,0,False,False,False,False,58,Carr Islands,,Wendybury,10250,258300.0,1968-1984
2480,12962,1979,1,3,1,1,1470,1651,attached,459,0,True,True,True,True,2758,Angela Center,,Wendybury,10250,352798.0,1968-1984
2481,12983,2011,2,4,3,0,2409,2517,attached,423,0,True,False,True,True,553,John Highway,,Port Jonathanborough,10250,409501.0,2002-2018
2482,12984,2013,2,4,2,1,3129,3179,attached,724,0,True,False,True,True,2570,Thomas Course,,Port Jonathanborough,10250,452338.0,2002-2018
2483,12985,2007,2,4,2,1,2807,2796,attached,653,0,True,False,True,True,9226,Fisher Coves,,Port Jonathanborough,10250,439738.0,2002-2018
2484,12986,2005,2,5,3,1,2921,3052,attached,683,0,True,False,True,True,212,Michael Falls,,Port Jonathanborough,10250,390597.0,2002-2018
2485,12987,2006,2,5,3,1,2936,3731,attached,677,0,True,False,True,True,77822,Jimenez Port,,Port Jonathanborough,10250,456121.0,2002-2018
2486,12988,2007,2,4,2,1,2835,3002,attached,630,0,True,True,True,True,5677,Frank Well,,Port Jonathanborough,10250,478802.0,2002-2018
2487,12989,2004,2,6,4,1,3991,4158,attached,834,0,True,True,True,True,66243,Walter Junction,,Port Jonathanborough,10250,598500.0,2002-2018
2488,12990,2004,2,5,3,1,4428,4591,attached,610,0,True,False,True,True,851,Kelly Ramp,,Port Jonathanborough,10250,346498.0,2002-2018
2489,12991,2005,2,3,2,1,2246,2296,attached,432,0,True,False,True,True,48217,Denise Crest,,Port Jonathanborough,10250,390602.0,2002-2018
2490,12992,2003,2,4,2,1,2471,2514,attached,804,0,True,False,True,True,54610,Daugherty Summit,,Port Jonathanborough,10250,414539.0,2002-2018
2491,12993,2003,2,4,2,1,3211,3219,attached,608,0,True,True,True,True,2762,May Island,,Port Jonathanborough,10250,497698.0,2002-2018
2492,12994,2002,1,3,2,0,2379,2426,attached,497,0,True,False,True,True,5351,Jorge Brooks,,Port Jonathanborough,10250,447303.0,2002-2018
2493,12995,1990,1,3,2,0,1638,1630,attached,586,0,True,False,True,True,37223,Nicholas Garden,,Port Jonathanborough,10250,374218.0,1985-2001
2494,12996,1990,1,3,2,0,1497,1552,attached,622,0,True,False,True,True,8866,Gonzalez Underpass,,Port Jonathanborough,10250,321297.0,1985-2001
2495,12997,1995,1,4,3,0,2098,2101,attached,602,0,True,True,True,True,863,Gonzalez Underpass,,Port Jonathanborough,10250,422104.0,1985-2001
2496,13024,1991,1,3,2,0,1189,1371,attached,531,0,True,False,True,True,11501,Keith Centers,,Wendybury,10250,308697.0,1985-2001
2497,13029,1991,1,3,2,0,1668,1670,attached,656,0,True,False,True,True,4813,Mark Mountain,,Wendybury,10250,490140.0,1985-2001
2498,13030,1976,1,3,1,1,1818,1821,attached,824,0,True,False,True,True,65620,Kenneth Lock,,Wendybury,10250,548100.0,1968-1984
2500,13032,2010,2,3,2,0,2647,2754,attached,649,0,False,False,True,True,1668,Hill Divide,,Wendybury,10250,432181.0,2002-2018
2501,13033,1993,2,3,3,0,2250,2243,attached,621,0,True,True,True,True,8315,Sullivan View,,Wendybury,10250,446043.0,1985-2001
2502,13034,1993,2,3,2,1,1964,1964,attached,678,0,True,False,True,True,998,Hansen Dale,,Wendybury,10250,384301.0,1985-2001
2503,13035,1984,2,3,2,1,2345,2400,attached,988,0,True,False,True,True,916,Villanueva Ferry,,Wendybury,10250,417688.0,1968-1984
2504,13036,2005,1,3,2,1,2158,2297,attached,637,0,True,False,True,True,546,Jimenez Port,,Port Jonathanborough,10250,406980.0,2002-2018
2505,13037,1983,1,3,1,1,1854,1845,detached,402,648,False,False,True,True,6924,Kelly Ways,,Wendybury,10250,226803.0,1968-1984
2506,13038,1990,1,4,2,1,2558,3295,attached,1192,0,True,False,True,True,3472,Sheena Islands,,Wendybury,10250,490143.0,1985-2001
2509,13041,1990,1,3,2,0,962,990,attached,463,0,True,False,True,True,510,Kenneth Prairie,,Wendybury,10250,281613.0,1985-2001
2510,13042,1989,2,4,3,0,1876,2100,attached,417,0,True,False,True,True,9684,Joseph Park,,Wendybury,10250,370439.0,1985-2001
2511,13043,1990,1,3,2,0,1417,1660,attached,454,0,True,False,True,True,989,Joseph Park,,Wendybury,10250,349646.0,1985-2001
2512,13044,1990,1,3,2,0,1418,1659,attached,455,0,True,True,True,True,5009,Carrillo Rapids,,Wendybury,10250,346496.0,1985-2001
2513,13045,1989,2,4,3,0,1879,2101,attached,417,0,True,False,True,True,13906,Carrillo Rapids,,Wendybury,10250,350281.0,1985-2001
2514,13047,1978,1,3,1,1,1186,1201,attached,482,0,False,False,True,True,3752,Hughes Club,,Wendybury,10250,346499.0,1968-1984
2515,13048,2015,2,5,2,1,2812,2868,attached,446,0,False,False,True,True,563,Sullivan Knoll,,Port Jonathanborough,10250,444153.0,2002-2018
2516,13049,2012,2,5,3,0,2810,2865,attached,443,0,False,False,True,True,377,Kelly Knoll,,Port Jonathanborough,10250,403204.0,2002-2018
2517,13050,2016,2,5,3,0,2816,2867,attached,450,0,False,False,True,True,731,Rush Cliff,,Port Jonathanborough,10250,514081.0,2002-2018
2518,13051,2014,2,4,2,1,2220,2340,attached,420,0,False,False,True,True,229,Sullivan Knoll,,Port Jonathanborough,10250,419576.0,2002-2018
2519,13052,2013,1,3,2,1,1905,1948,attached,478,0,True,False,True,True,4919,Rush Cliff,,Port Jonathanborough,10250,535503.0,2002-2018
2520,13053,2006,1,4,2,0,2262,2331,attached,436,0,True,False,True,True,898,Taylor Springs,,Port Jonathanborough,10250,365403.0,2002-2018
2521,13054,2008,2,5,4,0,4057,4098,attached,619,0,True,False,True,True,191,Alvarez Via,,Port Jonathanborough,10250,522902.0,2002-2018
2522,13055,2006,1,4,2,0,2258,2342,attached,432,0,True,False,True,True,764,Pham Haven,,Port Jonathanborough,10250,393121.0,2002-2018
2523,13056,2006,2,3,2,1,1753,1926,attached,617,0,True,False,True,True,551,Michael Alley,,Port Jonathanborough,10250,335159.0,2002-2018
2524,13057,1990,2,3,2,1,1467,1467,attached,500,0,True,False,True,True,415,Amanda Curve,,Port Jonathanborough,10250,336424.0,1985-2001
2525,13058,1988,2,3,2,1,1570,1568,attached,471,0,True,False,True,True,420,Amanda Cliffs,,Port Jonathanborough,10250,356576.0,1985-2001
2526,13059,1989,2,3,2,1,1572,1572,attached,471,0,True,False,True,True,3890,Dalton Burgs,,Port Jonathanborough,10250,352797.0,1985-2001
2527,13060,1989,2,4,2,1,2132,2129,attached,467,0,True,True,True,True,829,Robinson Heights,,Port Jonathanborough,10250,390598.0,1985-2001
2528,13061,1989,1,3,2,0,1445,1877,attached,624,0,True,False,True,True,36519,Anderson Fall,,Port Jonathanborough,10250,351539.0,1985-2001
2529,13062,1991,2,4,2,1,2038,2071,attached,675,0,True,False,True,True,44950,Potter Fords,,Port Jonathanborough,10250,378002.0,1985-2001
2530,13063,1990,2,4,3,0,2136,2265,attached,600,0,True,True,True,True,38036,Potter Fords,,Port Jonathanborough,10250,410756.0,1985-2001
2531,13064,1989,2,3,2,0,1652,1720,attached,447,0,True,False,True,True,910,Leblanc Lakes,,Port Jonathanborough,10250,289799.0,1985-2001
2532,13065,1990,2,3,2,0,1659,1717,attached,450,0,True,False,True,True,910,Leblanc Lakes,,Port Jonathanborough,10250,377998.0,1985-2001
2533,13066,1991,2,3,2,0,2368,2425,attached,421,0,True,True,True,True,8545,Sandra Gardens,,Port Jonathanborough,10250,400048.0,1985-2001
2534,13067,1990,2,3,2,1,1751,1791,attached,398,0,True,True,True,True,99252,Garcia Creek,,Port Jonathanborough,10250,381781.0,1985-2001
2535,13068,1990,1,3,1,1,1503,1557,attached,397,0,True,False,True,True,861,Derrick Stream,,Port Jonathanborough,10250,328857.0,1985-2001
2536,13069,1989,1,3,1,1,1498,1549,attached,401,0,True,False,True,True,15107,Rogers Court,,Port Jonathanborough,10250,333904.0,1985-2001
2537,13117,2005,2,5,3,0,2871,2912,attached,642,0,True,False,True,True,34129,Shaun Route,,Wendybury,10250,495177.0,2002-2018
2538,13118,2010,1,4,2,0,1566,1564,attached,398,0,False,False,True,True,3215,Jason Locks,,Wendybury,10250,422100.0,2002-2018
2539,13119,2005,2,6,4,1,4366,4474,attached,877,0,True,True,True,True,62796,Donald Ranch,,Wendybury,10250,535497.0,2002-2018
2540,13120,2005,1,3,2,0,1600,1757,attached,424,0,True,False,True,True,158,Wilson Pine,,Wendybury,10250,378003.0,2002-2018
2541,13121,2006,2,4,2,0,1990,2060,attached,434,0,True,False,True,True,41117,Wilson Pine,,Wendybury,10250,362247.0,2002-2018
2542,13122,2003,2,5,2,1,3005,3045,attached,639,0,True,False,True,True,457,Hector Islands,,Wendybury,10250,472499.0,2002-2018
2543,13123,2003,2,5,2,1,2613,2621,attached,584,0,True,False,True,True,38932,Thompson Circles,,Wendybury,10250,422097.0,2002-2018
2544,13124,2003,1,4,3,0,2282,2285,attached,617,0,True,True,True,True,42351,Carla Street,,Wendybury,10250,466196.0,2002-2018
2545,13125,2003,2,6,4,0,3455,3511,attached,609,0,True,True,True,True,769,Davis Stravenue,,Wendybury,10250,592203.0,2002-2018
2546,13126,2000,2,5,2,1,2892,2941,attached,629,0,True,True,True,True,5465,Sandra Glen,,Wendybury,10250,505264.0,1985-2001
2547,13127,2002,1,5,2,1,2734,2792,attached,620,0,False,False,True,True,504,Stephanie Lodge,,Wendybury,10250,478803.0,2002-2018
2549,13130,1974,1,2,2,0,1436,1438,detached,1053,722,False,False,True,True,1714,Whitney Orchard,,Wendybury,10250,208532.0,1968-1984
2550,13131,1984,1,2,1,1,2001,2705,detached,1128,0,False,False,True,True,4262,Casey Falls,,Wendybury,10250,308698.0,1968-1984
2551,13132,1982,1,2,2,0,1052,1056,detached,397,0,False,False,True,True,7593,Williams Meadow,,Wendybury,10250,246332.0,1968-1984
2552,13133,2005,1,2,2,0,1050,1055,detached,401,350,False,False,True,True,55862,Williams Meadow,,Wendybury,10250,220503.0,2002-2018
2553,13134,2001,1,3,2,1,2114,2193,attached,632,0,True,False,True,True,40406,Matthew Shoals,,Port Jonathanborough,10250,566996.0,1985-2001
2554,13135,2004,1,3,2,0,1346,1345,attached,439,0,False,False,True,True,958,Grace Field,,Port Jonathanborough,10250,146163.0,2002-2018
2555,13136,2009,2,4,2,1,1964,1966,attached,418,0,False,False,True,True,74732,Michelle Green,,Port Jonathanborough,10250,394380.0,2002-2018
2556,13137,2013,2,4,3,0,3201,3205,attached,579,0,False,False,True,True,63088,Michael Trail,,Port Jonathanborough,10250,506519.0,2002-2018
2557,13138,2015,1,2,2,0,1654,1697,attached,417,0,True,False,True,True,79049,Amanda Valleys,,Port Jonathanborough,10250,380522.0,2002-2018
2558,13139,2015,1,2,2,0,1814,1864,attached,432,0,True,False,True,True,4534,Amanda Valleys,,Port Jonathanborough,10250,403834.0,2002-2018
2559,13140,2016,1,2,2,0,1808,1865,attached,424,0,True,False,True,True,5280,Amanda Valleys,,Port Jonathanborough,10250,429661.0,2002-2018
2560,13141,2015,1,2,2,0,1681,1729,attached,417,0,True,False,True,True,586,Amanda Valleys,,Port Jonathanborough,10250,377997.0,2002-2018
2561,13142,2013,1,2,2,0,1817,1866,attached,427,0,True,False,True,True,9600,Amanda Valleys,,Port Jonathanborough,10250,403827.0,2002-2018
2562,13143,2015,1,2,2,0,1517,1529,attached,424,0,True,False,True,True,593,Amanda Valleys,,Port Jonathanborough,10250,376744.0,2002-2018
2563,13144,2015,1,4,3,1,2817,3009,attached,586,0,False,False,True,True,852,Carmen Gateway,,Port Jonathanborough,10250,508413.0,2002-2018
2564,13145,2008,2,4,2,1,2507,2650,attached,424,0,True,False,True,True,614,Andrea Road,,Port Jonathanborough,10250,415803.0,2002-2018
2565,13146,2003,1,3,2,0,2225,2295,attached,425,0,True,False,True,True,153,Michael Mountain,,Port Jonathanborough,10250,396896.0,2002-2018
2566,13147,2002,1,4,2,0,2090,2097,attached,601,0,True,False,True,True,7368,Martin Neck,,Port Jonathanborough,10250,415799.0,2002-2018
2567,13149,1985,1,3,2,0,1882,1880,detached,868,617,False,False,True,True,4656,Poole Plaza,,Port Jonathanborough,10250,231843.0,1985-2001
2568,13150,1978,1,3,2,0,1440,1434,detached,724,859,False,False,True,True,21523,Poole Plaza,,Port Jonathanborough,10250,340204.0,1968-1984
2569,13151,1999,1,3,2,0,1411,1496,attached,456,0,True,False,True,True,66064,Ruiz Trafficway,,Port Jonathanborough,10250,340197.0,1985-2001
2570,13152,2001,2,3,2,1,1789,1793,attached,448,0,False,False,True,True,856,Hall Stravenue,,Port Jonathanborough,10250,362877.0,1985-2001
2571,13153,2002,1,2,2,0,1396,1438,attached,446,0,False,True,True,True,34877,King Radial,,Port Jonathanborough,10250,347764.0,2002-2018
2572,13164,1964,1,2,1,0,994,1173,detached,357,0,False,False,False,False,48217,Allison Hill,,Port Jonathanborough,10250,246956.0,1951-1967
2573,13165,2015,1,4,3,0,3495,3621,attached,715,0,False,False,True,True,229,Casey Cliff,,Port Jonathanborough,10250,674096.0,2002-2018
2574,13166,2015,1,4,3,0,3486,3616,attached,721,0,True,False,True,True,80663,Casey Cliff,,Port Jonathanborough,10250,839788.0,2002-2018
2575,13167,2012,1,4,3,0,3490,3617,attached,719,0,True,True,True,True,67549,Casey Cliff,,Port Jonathanborough,10250,705599.0,2002-2018
2577,13169,1946,1,2,1,0,2134,2251,detached,541,0,True,True,False,False,930,Conner Locks,,Port Jonathanborough,10250,882004.0,1935-1950
2578,13242,2003,1,4,2,0,2148,2208,attached,597,0,True,False,True,True,53459,Ingram Burgs,,Port Jonathanborough,10250,378001.0,2002-2018
2579,13243,2003,2,3,2,1,2663,2856,attached,640,0,True,False,True,True,747,Bauer Corner,,Port Jonathanborough,10250,427140.0,2002-2018
2580,13244,2005,2,5,3,0,3142,3220,attached,666,0,True,False,True,True,707,Chaney Camp,,Port Jonathanborough,10250,433439.0,2002-2018
2581,13246,2007,2,4,2,1,2427,2510,attached,458,0,True,False,True,True,8281,Melissa Ranch,,Port Jonathanborough,10250,378001.0,2002-2018
2582,13247,2006,2,3,2,1,1849,1912,attached,428,0,True,False,True,True,21681,Tiffany Centers,,Port Jonathanborough,10250,352796.0,2002-2018
2583,13248,2004,2,4,2,1,2424,2503,attached,457,0,True,False,True,True,1195,Phillips Street,,Port Jonathanborough,10250,403196.0,2002-2018
2584,13249,2005,2,3,2,1,1841,1913,attached,423,0,True,False,True,True,4977,Thomas Garden,,Port Jonathanborough,10250,359104.0,2002-2018
2585,13250,2006,2,4,2,1,2501,2573,attached,426,0,True,False,True,True,167,Savage Causeway,,Port Jonathanborough,10250,410126.0,2002-2018
2586,13251,2005,2,5,3,0,2773,2989,attached,630,0,True,False,True,True,4973,William Islands,,Port Jonathanborough,10250,401939.0,2002-2018
2587,13252,2006,2,5,3,0,2838,2939,attached,610,0,True,False,True,True,8740,Heather Crest,,Port Jonathanborough,10250,434704.0,2002-2018
2588,13253,2004,2,4,2,1,2550,2556,attached,584,0,True,False,True,True,3587,Nicole River,,Port Jonathanborough,10250,378002.0,2002-2018
2589,13254,2007,2,5,2,1,2729,2726,attached,587,0,True,False,True,True,82230,Jimmy Rue,,Port Jonathanborough,10250,403202.0,2002-2018
2590,13255,2006,2,4,2,1,2826,2903,attached,439,0,True,False,True,True,592,Waller Park,,Port Jonathanborough,10250,409501.0,2002-2018
2591,13256,2005,2,4,2,1,2825,2906,attached,436,0,True,False,True,True,6085,Nicole Hollow,,Port Jonathanborough,10250,409499.0,2002-2018
2592,13257,2007,2,4,2,1,2829,2907,attached,438,0,True,False,True,True,86391,Hill Grove,,Port Jonathanborough,10250,422104.0,2002-2018
2593,13258,2003,2,5,3,0,3545,3535,attached,633,0,True,False,True,True,67466,Juan Valley,,Port Jonathanborough,10250,452343.0,2002-2018
2594,13259,2002,1,2,2,0,2091,2111,attached,494,0,True,False,True,True,302,Brandon Points,,Port Jonathanborough,10250,415804.0,2002-2018
2595,13260,2005,1,2,2,0,1694,1808,attached,400,0,True,False,True,True,764,Jenkins Vista,,Port Jonathanborough,10250,390604.0,2002-2018
2596,13261,2002,1,2,2,0,1864,1924,attached,482,0,True,False,True,True,570,Ryan Coves,,Port Jonathanborough,10250,365402.0,2002-2018
2597,13262,2000,1,2,2,1,2380,2540,attached,484,0,True,False,True,True,99173,Samantha Field,,Port Jonathanborough,10250,409499.0,1985-2001
2598,13263,1999,1,1,1,1,1319,1390,attached,537,0,True,False,True,True,75686,Dillon Lock,,Port Jonathanborough,10250,304920.0,1985-2001
2599,13264,1999,1,2,2,0,1644,1709,attached,495,0,True,False,True,True,84075,Burgess Brooks,,Port Jonathanborough,10250,396902.0,1985-2001
2600,13265,2000,1,2,2,1,2080,2103,attached,471,0,True,False,True,True,91903,Timothy Points,,Port Jonathanborough,10250,478802.0,1985-2001
2601,13266,2001,2,2,2,1,1647,1692,attached,496,0,True,True,True,True,88390,Joshua Plain,,Port Jonathanborough,10250,396901.0,1985-2001
2602,13267,1999,2,5,2,1,2499,2618,attached,586,0,True,True,True,True,93091,Michael Spurs,,Port Jonathanborough,10250,432179.0,1985-2001
2603,13268,1998,1,3,2,0,1492,1489,attached,463,0,True,False,True,True,835,Michael Spurs,,Port Jonathanborough,10250,352804.0,1985-2001
