,Unnamed: 0,year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,zip_code,sale_price,garage_type_attached,garage_type_detached,city_East Lucas,city_North Erinville,city_Port Andrealand,city_Port Jonathanborough,city_Wendybury,city_West Ann
626,4209.0,2003.0,2.0,5.0,3.0,1.0,3984.0,4087.0,626.0,0.0,1.0,1.0,1.0,1.0,11295.0,882003.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
627,4211.0,2003.0,1.0,4.0,2.0,1.0,2817.0,2835.0,429.0,0.0,1.0,1.0,1.0,1.0,11295.0,672842.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
628,4214.0,2003.0,2.0,5.0,2.0,1.0,3306.0,3344.0,832.0,0.0,1.0,0.0,1.0,1.0,11510.0,504001.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
629,4215.0,2003.0,2.0,4.0,3.0,0.0,3258.0,3449.0,587.0,0.0,1.0,0.0,1.0,1.0,11510.0,529201.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
630,4216.0,2003.0,2.0,4.0,3.0,0.0,3264.0,3450.0,582.0,0.0,1.0,0.0,1.0,1.0,11510.0,472504.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
631,4217.0,2003.0,2.0,3.0,2.0,1.0,2108.0,2195.0,473.0,0.0,1.0,0.0,1.0,1.0,11510.0,443519.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
632,4218.0,2004.0,2.0,3.0,2.0,1.0,1752.0,1851.0,431.0,0.0,1.0,0.0,1.0,1.0,11510.0,396904.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
633,4219.0,2006.0,2.0,3.0,2.0,0.0,1634.0,1758.0,436.0,0.0,1.0,0.0,1.0,1.0,11510.0,404464.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
634,4220.0,2005.0,1.0,3.0,2.0,0.0,1640.0,1762.0,435.0,0.0,1.0,0.0,1.0,1.0,11510.0,379888.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
635,4221.0,2006.0,2.0,4.0,3.0,0.0,2920.0,2949.0,447.0,0.0,1.0,0.0,1.0,1.0,11510.0,441004.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
636,4222.0,2006.0,2.0,4.0,3.0,1.0,3767.0,3859.0,621.0,0.0,1.0,0.0,1.0,1.0,11510.0,417057.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
637,4223.0,2005.0,2.0,3.0,2.0,1.0,1746.0,1854.0,434.0,0.0,1.0,0.0,1.0,1.0,11510.0,399417.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
638,4224.0,2005.0,1.0,3.0,2.0,1.0,2174.0,2285.0,435.0,0.0,1.0,0.0,1.0,1.0,11510.0,388079.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
639,4225.0,2004.0,2.0,3.0,2.0,1.0,2578.0,2663.0,464.0,0.0,0.0,0.0,1.0,1.0,11510.0,394380.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
640,4226.0,2006.0,2.0,3.0,2.0,1.0,2573.0,2657.0,471.0,0.0,1.0,0.0,1.0,1.0,11510.0,459904.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
641,4229.0,2001.0,2.0,4.0,2.0,1.0,2700.0,2736.0,459.0,0.0,1.0,0.0,1.0,1.0,11510.0,457376.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
642,4230.0,2004.0,2.0,4.0,4.0,0.0,3210.0,3252.0,570.0,0.0,1.0,1.0,1.0,1.0,11510.0,535501.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
643,4231.0,2003.0,2.0,4.0,2.0,1.0,2331.0,2390.0,570.0,0.0,1.0,0.0,1.0,1.0,11510.0,418323.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
644,4237.0,2012.0,2.0,5.0,3.0,0.0,3567.0,3649.0,616.0,0.0,0.0,1.0,1.0,1.0,11510.0,598501.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
645,4239.0,2012.0,2.0,5.0,3.0,0.0,3381.0,3466.0,829.0,0.0,0.0,0.0,1.0,1.0,11510.0,487623.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
646,4240.0,2005.0,2.0,4.0,3.0,1.0,3031.0,3086.0,726.0,0.0,1.0,1.0,1.0,1.0,11510.0,554398.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
647,4241.0,2009.0,1.0,4.0,2.0,1.0,2643.0,2667.0,639.0,0.0,1.0,0.0,1.0,1.0,11510.0,483839.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
648,4244.0,2006.0,2.0,4.0,3.0,0.0,3354.0,3392.0,654.0,0.0,1.0,0.0,1.0,1.0,11510.0,510303.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
649,4259.0,2008.0,2.0,3.0,2.0,1.0,1849.0,1869.0,438.0,0.0,0.0,0.0,1.0,1.0,11295.0,409497.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
650,4260.0,2007.0,2.0,3.0,2.0,1.0,1919.0,2005.0,450.0,0.0,0.0,0.0,1.0,1.0,11295.0,437218.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
651,4261.0,2008.0,2.0,4.0,2.0,1.0,2159.0,2282.0,456.0,0.0,1.0,0.0,1.0,1.0,11295.0,415800.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
652,4262.0,2007.0,2.0,4.0,2.0,1.0,2204.0,2374.0,460.0,0.0,1.0,0.0,1.0,1.0,11295.0,434703.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
653,4263.0,2008.0,2.0,3.0,2.0,1.0,2942.0,3037.0,652.0,0.0,1.0,0.0,1.0,1.0,11295.0,560697.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
654,4264.0,2008.0,2.0,3.0,2.0,1.0,2523.0,2656.0,686.0,0.0,1.0,0.0,1.0,1.0,11295.0,529204.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
655,4265.0,2009.0,2.0,5.0,2.0,1.0,3318.0,3566.0,707.0,0.0,1.0,0.0,1.0,1.0,11295.0,642598.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
656,4266.0,2009.0,2.0,5.0,2.0,1.0,3511.0,3647.0,729.0,0.0,1.0,0.0,1.0,1.0,11295.0,648896.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
657,4267.0,2008.0,2.0,5.0,2.0,1.0,3324.0,3556.0,709.0,0.0,1.0,0.0,1.0,1.0,11295.0,667799.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
658,4268.0,2009.0,2.0,4.0,2.0,1.0,2969.0,3075.0,644.0,0.0,1.0,0.0,1.0,1.0,11295.0,551882.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
659,4269.0,2007.0,2.0,4.0,2.0,1.0,3602.0,3686.0,627.0,0.0,1.0,0.0,1.0,1.0,11295.0,616140.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
660,4270.0,2009.0,1.0,4.0,2.0,1.0,2979.0,3035.0,793.0,0.0,1.0,0.0,1.0,1.0,11295.0,541803.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
661,4271.0,2006.0,2.0,4.0,2.0,1.0,2973.0,3037.0,793.0,0.0,1.0,0.0,1.0,1.0,11295.0,540542.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
662,4272.0,2006.0,1.0,4.0,2.0,1.0,2971.0,3032.0,795.0,0.0,1.0,0.0,1.0,1.0,11295.0,516600.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
663,4273.0,2011.0,2.0,4.0,3.0,0.0,1922.0,2049.0,434.0,0.0,1.0,0.0,1.0,1.0,11295.0,514081.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
664,4274.0,2007.0,2.0,3.0,2.0,1.0,2328.0,2404.0,452.0,0.0,1.0,0.0,1.0,1.0,11295.0,497701.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
665,4275.0,2003.0,2.0,4.0,2.0,1.0,2921.0,2951.0,438.0,0.0,1.0,0.0,1.0,1.0,11295.0,511556.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
666,4276.0,2004.0,2.0,3.0,2.0,1.0,2843.0,2886.0,623.0,0.0,1.0,0.0,1.0,1.0,11295.0,504001.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
667,4277.0,2004.0,2.0,4.0,2.0,1.0,2917.0,2952.0,440.0,0.0,1.0,0.0,1.0,1.0,11295.0,573302.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
668,4278.0,2013.0,2.0,4.0,4.0,0.0,3276.0,3460.0,678.0,0.0,1.0,0.0,1.0,1.0,11295.0,639447.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
669,4279.0,2003.0,2.0,4.0,2.0,1.0,2224.0,2289.0,398.0,0.0,1.0,0.0,1.0,1.0,11295.0,453601.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
670,4280.0,2002.0,2.0,4.0,2.0,1.0,2477.0,2585.0,402.0,0.0,1.0,0.0,1.0,1.0,11295.0,449816.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
671,4281.0,2002.0,2.0,3.0,2.0,1.0,2009.0,2037.0,445.0,0.0,1.0,0.0,1.0,1.0,11295.0,428402.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
672,4282.0,2003.0,2.0,5.0,3.0,0.0,3750.0,3802.0,441.0,0.0,1.0,0.0,1.0,1.0,11295.0,607952.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
673,4283.0,2003.0,2.0,5.0,3.0,0.0,3747.0,3802.0,444.0,0.0,1.0,0.0,1.0,1.0,11295.0,648904.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
674,4284.0,2006.0,2.0,5.0,4.0,0.0,3927.0,4021.0,675.0,0.0,1.0,1.0,1.0,1.0,11295.0,806403.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
675,4285.0,2004.0,2.0,5.0,3.0,0.0,3742.0,3805.0,438.0,0.0,1.0,1.0,1.0,1.0,11295.0,874440.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
676,4286.0,2002.0,2.0,4.0,2.0,1.0,3089.0,3181.0,663.0,0.0,1.0,0.0,1.0,1.0,11295.0,594721.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
677,4287.0,1996.0,1.0,3.0,2.0,0.0,2691.0,2691.0,522.0,0.0,1.0,1.0,1.0,1.0,11295.0,516604.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
678,4288.0,1999.0,2.0,5.0,3.0,0.0,2848.0,2844.0,717.0,0.0,1.0,1.0,1.0,1.0,11295.0,630632.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
679,4289.0,2000.0,2.0,4.0,3.0,0.0,3129.0,3215.0,735.0,0.0,1.0,1.0,1.0,1.0,11295.0,641344.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
680,4290.0,1999.0,2.0,4.0,3.0,0.0,2740.0,2738.0,617.0,0.0,1.0,0.0,1.0,1.0,11295.0,546839.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
681,4292.0,1997.0,2.0,5.0,3.0,0.0,2781.0,2985.0,602.0,0.0,1.0,1.0,1.0,1.0,11295.0,642603.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
682,4293.0,2000.0,1.0,4.0,2.0,0.0,2433.0,2513.0,597.0,0.0,1.0,1.0,1.0,1.0,11295.0,565739.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
683,4304.0,2010.0,3.0,2.0,1.0,1.0,1069.0,1147.0,261.0,0.0,0.0,0.0,1.0,1.0,11295.0,270898.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
684,4306.0,2009.0,3.0,2.0,1.0,1.0,1068.0,1153.0,267.0,0.0,0.0,0.0,1.0,1.0,11295.0,282871.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
685,4307.0,2010.0,3.0,2.0,1.0,1.0,1074.0,1155.0,264.0,0.0,0.0,0.0,1.0,1.0,11295.0,283499.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
686,4308.0,2011.0,2.0,4.0,2.0,1.0,2391.0,2480.0,422.0,0.0,1.0,0.0,1.0,1.0,11295.0,522899.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
687,4309.0,2010.0,2.0,4.0,2.0,1.0,2384.0,2480.0,425.0,0.0,1.0,0.0,1.0,1.0,11295.0,511559.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
688,4311.0,2005.0,2.0,3.0,2.0,1.0,1946.0,1998.0,434.0,0.0,1.0,0.0,1.0,1.0,11295.0,440999.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
689,4312.0,2007.0,2.0,3.0,2.0,1.0,1948.0,1997.0,432.0,0.0,1.0,0.0,1.0,1.0,11295.0,452342.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
690,4313.0,2006.0,2.0,5.0,3.0,1.0,3248.0,3331.0,605.0,0.0,1.0,0.0,1.0,1.0,11295.0,463051.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
691,4314.0,2006.0,2.0,5.0,3.0,1.0,3259.0,3326.0,607.0,0.0,1.0,0.0,1.0,1.0,11295.0,620546.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
692,4315.0,2004.0,2.0,4.0,3.0,0.0,2414.0,2457.0,724.0,0.0,1.0,0.0,1.0,1.0,11295.0,515340.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
693,4316.0,1996.0,2.0,3.0,2.0,1.0,1741.0,1792.0,431.0,0.0,1.0,1.0,1.0,1.0,11295.0,466196.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
694,4317.0,1996.0,2.0,4.0,2.0,1.0,2450.0,2446.0,683.0,0.0,1.0,1.0,1.0,1.0,11295.0,559437.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
695,4318.0,1995.0,2.0,5.0,3.0,0.0,2645.0,2652.0,664.0,0.0,1.0,0.0,1.0,1.0,11295.0,504001.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
696,4319.0,1995.0,2.0,4.0,2.0,1.0,1943.0,2024.0,552.0,0.0,1.0,1.0,1.0,1.0,11295.0,485096.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
697,4320.0,1997.0,1.0,3.0,1.0,1.0,1439.0,1520.0,418.0,0.0,1.0,0.0,1.0,1.0,11295.0,441633.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
698,4321.0,1996.0,2.0,4.0,2.0,1.0,1951.0,2026.0,552.0,0.0,1.0,0.0,1.0,1.0,11295.0,478801.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
699,4322.0,1998.0,2.0,4.0,2.0,1.0,2372.0,2402.0,600.0,0.0,1.0,0.0,1.0,1.0,11295.0,6930.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
700,4323.0,1997.0,2.0,4.0,2.0,1.0,2366.0,2392.0,601.0,0.0,1.0,0.0,1.0,1.0,11295.0,529201.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
701,4324.0,1995.0,1.0,4.0,2.0,1.0,1891.0,1943.0,594.0,0.0,1.0,1.0,1.0,1.0,11295.0,447297.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
702,4325.0,1995.0,2.0,3.0,2.0,0.0,1166.0,1209.0,461.0,0.0,1.0,0.0,1.0,1.0,11295.0,340203.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
703,4326.0,1992.0,2.0,3.0,2.0,0.0,1171.0,1213.0,462.0,0.0,1.0,0.0,1.0,1.0,11295.0,333902.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
704,4327.0,1993.0,2.0,3.0,2.0,0.0,1177.0,1205.0,457.0,0.0,1.0,0.0,1.0,1.0,11295.0,361624.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
705,4328.0,1993.0,1.0,3.0,2.0,0.0,1186.0,1246.0,485.0,0.0,1.0,0.0,1.0,1.0,11295.0,390596.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
706,4329.0,1991.0,1.0,3.0,2.0,0.0,1331.0,1394.0,475.0,0.0,1.0,0.0,1.0,1.0,11295.0,390597.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
707,4330.0,1993.0,1.0,3.0,2.0,0.0,1330.0,1391.0,473.0,0.0,1.0,1.0,1.0,1.0,11295.0,412018.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
708,4331.0,1992.0,2.0,3.0,2.0,1.0,1482.0,1541.0,471.0,0.0,1.0,0.0,1.0,1.0,11295.0,338936.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
709,4332.0,1993.0,2.0,3.0,2.0,1.0,1487.0,1532.0,475.0,0.0,1.0,0.0,1.0,1.0,11295.0,422097.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
710,4333.0,1997.0,2.0,5.0,2.0,1.0,3087.0,3098.0,574.0,0.0,1.0,1.0,1.0,1.0,11295.0,628736.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
711,4334.0,1997.0,2.0,2.0,2.0,0.0,1554.0,1593.0,457.0,0.0,0.0,0.0,1.0,1.0,11295.0,422104.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
712,4335.0,2001.0,1.0,4.0,2.0,1.0,2820.0,2884.0,628.0,0.0,1.0,0.0,1.0,1.0,11295.0,676621.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
713,4336.0,1993.0,2.0,4.0,2.0,1.0,1663.0,1704.0,477.0,0.0,1.0,0.0,1.0,1.0,11295.0,378001.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
714,4337.0,1998.0,2.0,5.0,2.0,1.0,3086.0,3103.0,571.0,0.0,1.0,1.0,1.0,1.0,11295.0,628738.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
715,4338.0,1994.0,2.0,4.0,2.0,1.0,1659.0,1694.0,479.0,0.0,1.0,0.0,1.0,1.0,11295.0,409498.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
716,4339.0,1993.0,1.0,3.0,2.0,0.0,1410.0,1476.0,434.0,0.0,1.0,0.0,1.0,1.0,11295.0,333903.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
717,4340.0,1996.0,2.0,3.0,2.0,1.0,1953.0,1952.0,450.0,0.0,1.0,0.0,1.0,1.0,11295.0,447297.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
718,4341.0,2000.0,2.0,4.0,2.0,1.0,2268.0,2317.0,586.0,0.0,1.0,0.0,1.0,1.0,11295.0,476283.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
719,4342.0,1995.0,2.0,4.0,2.0,1.0,1838.0,1877.0,456.0,0.0,1.0,0.0,1.0,1.0,11295.0,437854.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
720,4343.0,1993.0,2.0,3.0,2.0,0.0,1476.0,1522.0,469.0,0.0,1.0,0.0,1.0,1.0,11295.0,409504.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
721,4344.0,1992.0,2.0,3.0,2.0,0.0,1294.0,1325.0,443.0,0.0,1.0,1.0,1.0,1.0,11295.0,453596.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
722,4345.0,1992.0,2.0,3.0,2.0,0.0,1475.0,1674.0,469.0,0.0,1.0,0.0,1.0,1.0,11295.0,449820.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
723,4346.0,1994.0,1.0,4.0,2.0,0.0,1239.0,1362.0,458.0,0.0,1.0,0.0,1.0,1.0,11295.0,380517.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
724,4347.0,1993.0,1.0,3.0,2.0,0.0,1005.0,1056.0,458.0,0.0,1.0,0.0,1.0,1.0,11295.0,352802.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
725,4348.0,1992.0,1.0,3.0,2.0,0.0,1002.0,1047.0,457.0,0.0,1.0,0.0,1.0,1.0,11295.0,337680.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
726,4349.0,2000.0,2.0,3.0,2.0,1.0,1634.0,1716.0,663.0,0.0,1.0,0.0,1.0,1.0,11295.0,459898.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
727,4350.0,2000.0,1.0,3.0,2.0,0.0,2297.0,2291.0,583.0,0.0,1.0,0.0,1.0,1.0,11295.0,492659.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
728,4351.0,2001.0,2.0,4.0,2.0,1.0,2297.0,2294.0,579.0,0.0,1.0,0.0,1.0,1.0,11295.0,497700.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
729,4352.0,2000.0,2.0,3.0,2.0,1.0,2585.0,2654.0,732.0,0.0,1.0,0.0,1.0,1.0,11295.0,553142.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
730,4353.0,1999.0,2.0,4.0,2.0,1.0,2248.0,2306.0,609.0,0.0,1.0,0.0,1.0,1.0,11295.0,512822.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
731,4354.0,1999.0,1.0,3.0,2.0,0.0,1823.0,1827.0,570.0,0.0,1.0,0.0,1.0,1.0,11295.0,504001.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
732,4355.0,2001.0,1.0,2.0,2.0,0.0,1350.0,1460.0,478.0,0.0,1.0,0.0,1.0,1.0,11295.0,409496.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
733,4356.0,1999.0,2.0,4.0,2.0,1.0,2254.0,2304.0,610.0,0.0,1.0,0.0,1.0,1.0,11295.0,519122.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
734,4357.0,2000.0,1.0,2.0,2.0,0.0,1346.0,1449.0,484.0,0.0,1.0,0.0,1.0,1.0,11295.0,403203.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
735,4358.0,2000.0,1.0,3.0,2.0,0.0,1154.0,1201.0,475.0,0.0,1.0,0.0,1.0,1.0,11295.0,361620.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
736,4359.0,1999.0,2.0,4.0,2.0,1.0,1786.0,1869.0,463.0,0.0,1.0,0.0,1.0,1.0,11295.0,466196.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
737,4360.0,2000.0,2.0,4.0,2.0,1.0,1785.0,1866.0,461.0,0.0,1.0,0.0,1.0,1.0,11295.0,430923.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
738,4361.0,1999.0,2.0,4.0,2.0,1.0,1981.0,2011.0,418.0,0.0,1.0,0.0,1.0,1.0,11295.0,466196.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
739,4362.0,2000.0,2.0,4.0,2.0,1.0,1749.0,1836.0,419.0,0.0,1.0,0.0,1.0,1.0,11295.0,459899.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
740,4363.0,2000.0,2.0,4.0,2.0,1.0,2785.0,2791.0,720.0,0.0,1.0,1.0,1.0,1.0,11295.0,598498.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
741,4368.0,1975.0,1.0,5.0,3.0,0.0,5007.0,4997.0,1999.0,0.0,1.0,1.0,1.0,1.0,11295.0,1732503.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
742,4375.0,2015.0,2.0,3.0,2.0,1.0,2811.0,2969.0,536.0,0.0,0.0,0.0,1.0,1.0,11295.0,621176.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
743,4376.0,2003.0,2.0,4.0,2.0,1.0,1843.0,1917.0,465.0,0.0,1.0,0.0,1.0,1.0,11510.0,427138.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
744,4378.0,2004.0,1.0,5.0,3.0,0.0,3245.0,3535.0,462.0,0.0,1.0,1.0,1.0,1.0,11510.0,623702.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
745,4385.0,2002.0,2.0,4.0,2.0,1.0,3104.0,3106.0,666.0,0.0,1.0,0.0,1.0,1.0,11510.0,642601.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
746,4386.0,2003.0,2.0,4.0,2.0,1.0,1850.0,1921.0,459.0,0.0,1.0,0.0,1.0,1.0,11510.0,447299.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
747,4387.0,2001.0,2.0,3.0,2.0,1.0,1383.0,1420.0,462.0,0.0,1.0,0.0,1.0,1.0,11510.0,321304.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
748,4388.0,2002.0,2.0,2.0,2.0,0.0,955.0,1032.0,249.0,0.0,1.0,0.0,1.0,1.0,11510.0,233099.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
749,4389.0,2003.0,2.0,2.0,2.0,0.0,965.0,1026.0,248.0,0.0,1.0,0.0,1.0,1.0,11510.0,243182.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
750,4390.0,2001.0,2.0,2.0,2.0,0.0,959.0,1031.0,243.0,0.0,1.0,0.0,1.0,1.0,11510.0,240664.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
751,4391.0,2001.0,2.0,4.0,2.0,1.0,2742.0,2827.0,433.0,0.0,1.0,0.0,1.0,1.0,11510.0,395637.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
752,4392.0,2001.0,2.0,4.0,2.0,1.0,2743.0,2831.0,434.0,0.0,1.0,0.0,1.0,1.0,11510.0,498963.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
753,4393.0,2001.0,2.0,4.0,2.0,1.0,1854.0,1891.0,459.0,0.0,1.0,0.0,1.0,1.0,11510.0,367917.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
754,4394.0,1996.0,2.0,4.0,3.0,0.0,1742.0,1819.0,436.0,0.0,1.0,0.0,1.0,1.0,11510.0,404456.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
755,4396.0,1996.0,1.0,3.0,2.0,0.0,1314.0,1409.0,444.0,0.0,1.0,0.0,1.0,1.0,11510.0,379262.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
756,4400.0,1992.0,2.0,4.0,2.0,1.0,2586.0,2587.0,596.0,0.0,1.0,1.0,1.0,1.0,11510.0,501481.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
757,4401.0,2011.0,2.0,3.0,2.0,1.0,2218.0,2354.0,422.0,0.0,0.0,0.0,1.0,1.0,11295.0,524164.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
