,sale_price,num_bedrooms,has_fireplace,year_built,Year_levels
1596,567003.0,4.0,0.0,2003.0,2002-2018
1597,366662.0,3.0,1.0,2002.0,2002-2018
1598,343979.0,3.0,1.0,2003.0,2002-2018
1599,510300.0,4.0,1.0,2004.0,2002-2018
1600,651416.0,4.0,1.0,2003.0,2002-2018
1601,630001.0,3.0,1.0,2004.0,2002-2018
1602,724503.0,4.0,1.0,2006.0,2002-2018
1603,642602.0,4.0,1.0,2005.0,2002-2018
1604,453604.0,4.0,1.0,1998.0,1985-2001
1605,527944.0,4.0,1.0,1996.0,1985-2001
1606,491397.0,4.0,1.0,1993.0,1985-2001
1607,1398603.0,3.0,1.0,2003.0,2002-2018
1608,475652.0,3.0,1.0,1998.0,1985-2001
1609,557553.0,5.0,1.0,2003.0,2002-2018
1610,548101.0,3.0,1.0,2005.0,2002-2018
1611,384301.0,3.0,0.0,2003.0,2002-2018
1612,434701.0,3.0,0.0,2003.0,2002-2018
1613,825298.0,5.0,1.0,2005.0,2002-2018
1614,435957.0,4.0,1.0,2005.0,2002-2018
1615,459903.0,4.0,1.0,2006.0,2002-2018
1616,452968.0,4.0,1.0,2001.0,1985-2001
1617,448562.0,3.0,1.0,2002.0,2002-2018
1618,466199.0,4.0,1.0,2001.0,1985-2001
1619,447300.0,4.0,1.0,2002.0,2002-2018
1620,396898.0,3.0,1.0,2003.0,2002-2018
1621,409504.0,4.0,1.0,2002.0,2002-2018
1622,478801.0,4.0,1.0,2010.0,2002-2018
1623,507154.0,4.0,0.0,2013.0,2002-2018
1624,534242.0,3.0,1.0,2010.0,2002-2018
1625,478797.0,3.0,1.0,2005.0,2002-2018
1626,525417.0,5.0,1.0,2006.0,2002-2018
1627,579597.0,4.0,1.0,2009.0,2002-2018
1628,693002.0,5.0,1.0,2010.0,2002-2018
1629,729537.0,6.0,1.0,2010.0,2002-2018
1630,630004.0,4.0,1.0,2008.0,2002-2018
1631,655203.0,5.0,1.0,2007.0,2002-2018
1632,768596.0,6.0,1.0,2008.0,2002-2018
1633,592201.0,4.0,1.0,2006.0,2002-2018
1634,461159.0,3.0,1.0,2004.0,2002-2018
1635,560701.0,4.0,1.0,2003.0,2002-2018
1636,801363.0,6.0,1.0,2005.0,2002-2018
1637,535504.0,4.0,1.0,2003.0,2002-2018
1638,466197.0,4.0,1.0,2002.0,2002-2018
1639,553137.0,4.0,1.0,2002.0,2002-2018
1640,504001.0,5.0,1.0,2002.0,2002-2018
1641,606694.0,4.0,1.0,2001.0,1985-2001
1642,667798.0,5.0,1.0,1999.0,1985-2001
1643,705603.0,6.0,1.0,1998.0,1985-2001
1644,553141.0,4.0,1.0,2003.0,2002-2018
1645,507776.0,3.0,1.0,1997.0,1985-2001
1646,567002.0,4.0,1.0,1999.0,1985-2001
1647,666537.0,5.0,1.0,1997.0,1985-2001
1648,535499.0,4.0,1.0,1992.0,1985-2001
1649,540543.0,4.0,1.0,1995.0,1985-2001
1650,522896.0,5.0,1.0,1991.0,1985-2001
1651,572038.0,5.0,1.0,1995.0,1985-2001
1652,352800.0,3.0,0.0,2008.0,2002-2018
1653,352802.0,3.0,1.0,2008.0,2002-2018
1654,362252.0,3.0,1.0,2008.0,2002-2018
1655,340196.0,3.0,0.0,2008.0,2002-2018
1656,333902.0,3.0,1.0,2007.0,2002-2018
1657,308703.0,2.0,0.0,2007.0,2002-2018
1658,485104.0,4.0,1.0,2008.0,2002-2018
1659,478798.0,3.0,1.0,2008.0,2002-2018
1660,441003.0,4.0,1.0,2005.0,2002-2018
1661,428397.0,3.0,1.0,2005.0,2002-2018
1662,453600.0,4.0,1.0,2006.0,2002-2018
1663,400681.0,3.0,1.0,2005.0,2002-2018
1664,522898.0,6.0,1.0,2007.0,2002-2018
1665,628737.0,6.0,1.0,2007.0,2002-2018
1666,491398.0,3.0,1.0,2005.0,2002-2018
1667,524163.0,4.0,1.0,2005.0,2002-2018
1668,617398.0,4.0,1.0,2006.0,2002-2018
1669,577084.0,4.0,1.0,2006.0,2002-2018
1670,686703.0,4.0,1.0,2005.0,2002-2018
1671,674101.0,5.0,1.0,2005.0,2002-2018
1672,617403.0,4.0,1.0,2005.0,2002-2018
1673,592201.0,5.0,1.0,2005.0,2002-2018
1674,472500.0,3.0,1.0,1996.0,1985-2001
1675,409497.0,3.0,1.0,1995.0,1985-2001
1676,441003.0,3.0,1.0,1997.0,1985-2001
1677,418317.0,4.0,1.0,1996.0,1985-2001
1678,552511.0,4.0,1.0,1993.0,1985-2001
1679,549360.0,4.0,1.0,1993.0,1985-2001
1680,691737.0,5.0,1.0,1990.0,1985-2001
1681,560696.0,4.0,1.0,1992.0,1985-2001
1682,477538.0,4.0,1.0,1993.0,1985-2001
1683,348388.0,3.0,1.0,1994.0,1985-2001
1684,430920.0,3.0,1.0,2002.0,2002-2018
1685,464941.0,3.0,1.0,2001.0,1985-2001
1686,477539.0,4.0,1.0,1997.0,1985-2001
1687,239398.0,4.0,1.0,1997.0,1985-2001
1688,492664.0,4.0,1.0,1997.0,1985-2001
1689,466202.0,3.0,1.0,1994.0,1985-2001
1690,367294.0,4.0,1.0,1993.0,1985-2001
1691,327597.0,3.0,1.0,1993.0,1985-2001
1692,378004.0,3.0,0.0,1998.0,1985-2001
1693,384301.0,3.0,0.0,1998.0,1985-2001
1694,440367.0,4.0,1.0,1993.0,1985-2001
1695,428401.0,3.0,1.0,1995.0,1985-2001
1696,774900.0,5.0,1.0,2001.0,1985-2001
1697,718196.0,4.0,1.0,2004.0,2002-2018
1698,778682.0,5.0,1.0,2003.0,2002-2018
1699,693001.0,4.0,1.0,2004.0,2002-2018
1700,412646.0,3.0,1.0,2002.0,2002-2018
1701,400677.0,3.0,1.0,2001.0,1985-2001
1702,428401.0,4.0,1.0,2000.0,1985-2001
1703,491398.0,3.0,1.0,2001.0,1985-2001
1704,522898.0,4.0,1.0,2001.0,1985-2001
1705,522896.0,4.0,1.0,2002.0,2002-2018
1706,614251.0,5.0,1.0,2001.0,1985-2001
1707,447296.0,4.0,1.0,1998.0,1985-2001
1708,396903.0,4.0,1.0,1998.0,1985-2001
1709,567000.0,4.0,1.0,1999.0,1985-2001
1710,810182.0,4.0,1.0,1975.0,1968-1984
1711,403198.0,3.0,1.0,2004.0,2002-2018
1712,642597.0,3.0,1.0,2003.0,2002-2018
1713,503997.0,3.0,1.0,2004.0,2002-2018
1714,409500.0,4.0,1.0,2003.0,2002-2018
1715,389967.0,4.0,1.0,2001.0,1985-2001
1716,464311.0,4.0,1.0,2003.0,2002-2018
1717,579599.0,4.0,1.0,2002.0,2002-2018
1718,252002.0,2.0,1.0,2002.0,2002-2018
1719,289798.0,3.0,1.0,2002.0,2002-2018
1720,236876.0,2.0,1.0,2003.0,2002-2018
1721,398163.0,3.0,1.0,1995.0,1985-2001
1722,491403.0,5.0,1.0,1992.0,1985-2001
1723,384296.0,4.0,1.0,1993.0,1985-2001
1724,793800.0,4.0,1.0,2012.0,2002-2018
1725,510932.0,3.0,1.0,2011.0,2002-2018
1726,566999.0,3.0,1.0,2000.0,1985-2001
1727,450447.0,3.0,1.0,2001.0,1985-2001
1728,424620.0,3.0,1.0,1998.0,1985-2001
1729,503996.0,4.0,1.0,1998.0,1985-2001
1730,459901.0,3.0,1.0,1996.0,1985-2001
1731,415799.0,4.0,0.0,1997.0,1985-2001
1732,396900.0,3.0,1.0,1994.0,1985-2001
1733,466198.0,3.0,1.0,1997.0,1985-2001
1734,435958.0,4.0,1.0,1994.0,1985-2001
1735,374221.0,4.0,1.0,1995.0,1985-2001
1736,386818.0,3.0,1.0,1994.0,1985-2001
1737,374217.0,3.0,1.0,1993.0,1985-2001
1738,335158.0,2.0,1.0,1993.0,1985-2001
1739,390601.0,3.0,1.0,1994.0,1985-2001
1740,434698.0,3.0,1.0,1991.0,1985-2001
1741,409496.0,4.0,1.0,1998.0,1985-2001
1742,522897.0,5.0,1.0,1995.0,1985-2001
1743,527944.0,4.0,1.0,1996.0,1985-2001
1744,340201.0,4.0,1.0,1989.0,1985-2001
1745,403199.0,2.0,1.0,1987.0,1985-2001
1746,483837.0,4.0,1.0,1989.0,1985-2001
1747,377370.0,2.0,1.0,1989.0,1985-2001
1748,362879.0,4.0,1.0,1989.0,1985-2001
1749,376110.0,2.0,1.0,1987.0,1985-2001
1750,390602.0,3.0,1.0,1987.0,1985-2001
1751,409503.0,3.0,1.0,1987.0,1985-2001
1752,453598.0,3.0,1.0,2001.0,1985-2001
1753,346503.0,3.0,1.0,1994.0,1985-2001
1754,1575002.0,5.0,1.0,2008.0,2002-2018
1755,468722.0,4.0,0.0,2001.0,1985-2001
1756,1215904.0,4.0,1.0,2004.0,2002-2018
1757,1070996.0,4.0,1.0,2002.0,2002-2018
1758,434697.0,4.0,1.0,1999.0,1985-2001
1759,422103.0,3.0,1.0,1989.0,1985-2001
1760,466196.0,5.0,1.0,1989.0,1985-2001
1761,483837.0,4.0,1.0,1989.0,1985-2001
1762,447299.0,3.0,1.0,1987.0,1985-2001
1763,353429.0,3.0,1.0,1985.0,1985-2001
1764,2646002.0,3.0,1.0,2001.0,1985-2001
1765,432179.0,3.0,1.0,1994.0,1985-2001
1766,510304.0,3.0,1.0,1992.0,1985-2001
1767,333903.0,3.0,1.0,1983.0,1968-1984
1768,472504.0,4.0,1.0,1985.0,1985-2001
1769,365400.0,2.0,1.0,1984.0,1968-1984
1770,504001.0,4.0,1.0,1972.0,1968-1984
1771,3666599.0,2.0,1.0,2005.0,2002-2018
1772,3666601.0,5.0,1.0,2003.0,2002-2018
1773,944997.0,4.0,1.0,1996.0,1985-2001
1774,945001.0,4.0,1.0,1982.0,1968-1984
1775,818996.0,3.0,1.0,1978.0,1968-1984
1776,889560.0,4.0,1.0,2004.0,2002-2018
1777,623701.0,3.0,1.0,1988.0,1985-2001
1778,1694074.0,5.0,1.0,2013.0,2002-2018
1779,1015556.0,3.0,1.0,2006.0,2002-2018
1780,818998.0,4.0,1.0,2004.0,2002-2018
1781,352800.0,3.0,1.0,1987.0,1985-2001
1782,434702.0,3.0,1.0,1985.0,1985-2001
1783,458638.0,4.0,1.0,1985.0,1985-2001
1784,888298.0,4.0,1.0,1989.0,1985-2001
1785,485102.0,3.0,1.0,2001.0,1985-2001
1786,447300.0,2.0,1.0,2001.0,1985-2001
1787,413280.0,3.0,1.0,2001.0,1985-2001
1788,535503.0,3.0,1.0,2000.0,1985-2001
1789,409502.0,2.0,1.0,2001.0,1985-2001
1790,377999.0,2.0,1.0,1992.0,1985-2001
1791,384302.0,4.0,1.0,1988.0,1985-2001
1792,472503.0,4.0,1.0,1989.0,1985-2001
1793,352800.0,3.0,1.0,1987.0,1985-2001
1794,371701.0,2.0,1.0,1988.0,1985-2001
1795,664019.0,3.0,1.0,1991.0,1985-2001
1796,535498.0,5.0,1.0,2005.0,2002-2018
1797,431549.0,3.0,1.0,2004.0,2002-2018
1798,459327.7,4.0,1.0,2005.0,2002-2018
1799,529198.0,5.0,1.0,2001.0,1985-2001
1800,467463.0,5.0,1.0,2002.0,2002-2018
1801,510296.0,4.0,1.0,2001.0,1985-2001
1802,539284.0,7.0,1.0,2002.0,2002-2018
1803,498963.0,7.0,1.0,2002.0,2002-2018
1804,553139.0,4.0,1.0,2003.0,2002-2018
1805,573299.0,5.0,1.0,2002.0,2002-2018
1806,470612.0,7.0,1.0,2002.0,2002-2018
1807,554402.0,4.0,1.0,2001.0,1985-2001
1808,548100.0,7.0,1.0,2002.0,2002-2018
1809,476909.0,4.0,1.0,2001.0,1985-2001
1810,560703.0,4.0,1.0,2005.0,2002-2018
1811,503999.0,4.0,1.0,2001.0,1985-2001
1812,302399.0,2.0,1.0,2003.0,2002-2018
1813,956344.0,5.0,1.0,2001.0,1985-2001
1814,401936.0,3.0,0.0,2001.0,1985-2001
1815,399420.0,3.0,0.0,2002.0,2002-2018
1816,365404.0,3.0,0.0,2001.0,1985-2001
1817,409501.0,4.0,1.0,2001.0,1985-2001
1818,330751.0,4.0,1.0,2002.0,2002-2018
1819,553140.0,11.0,1.0,1998.0,1985-2001
1820,485097.0,8.0,1.0,1998.0,1985-2001
1821,485098.0,3.0,1.0,2000.0,1985-2001
1822,529830.0,3.0,1.0,2001.0,1985-2001
1823,258298.0,2.0,1.0,1971.0,1968-1984
1824,229949.0,2.0,1.0,1971.0,1968-1984
1825,238142.0,2.0,1.0,1973.0,1968-1984
1826,314999.0,2.0,1.0,1988.0,1985-2001
1827,365398.0,3.0,1.0,1986.0,1985-2001
1828,378000.0,5.0,1.0,1988.0,1985-2001
1829,396900.0,4.0,1.0,1996.0,1985-2001
1830,485097.0,4.0,1.0,1987.0,1985-2001
1831,396896.0,4.0,1.0,1989.0,1985-2001
1832,491397.0,4.0,1.0,1997.0,1985-2001
1833,379263.0,3.0,1.0,1998.0,1985-2001
1834,384301.0,4.0,1.0,1996.0,1985-2001
1835,478799.0,4.0,1.0,1997.0,1985-2001
1836,390604.0,3.0,1.0,1987.0,1985-2001
1837,378002.0,3.0,1.0,1987.0,1985-2001
1838,441003.0,4.0,1.0,1987.0,1985-2001
1839,401942.0,3.0,1.0,2004.0,2002-2018
1840,371704.0,4.0,1.0,2004.0,2002-2018
1841,226797.0,2.0,0.0,2004.0,2002-2018
1842,188999.0,1.0,1.0,2004.0,2002-2018
1843,275940.0,2.0,1.0,2002.0,2002-2018
1844,278463.0,3.0,0.0,1998.0,1985-2001
1845,883890.0,4.0,0.0,2015.0,2002-2018
1846,791906.0,4.0,0.0,2016.0,2002-2018
1847,531723.0,3.0,1.0,2001.0,1985-2001
1848,535500.0,3.0,1.0,2003.0,2002-2018
1849,292317.0,3.0,0.0,1988.0,1985-2001
1850,226802.0,3.0,0.0,1990.0,1985-2001
1851,333904.0,3.0,1.0,1988.0,1985-2001
1852,346496.0,3.0,1.0,1988.0,1985-2001
1853,396900.0,4.0,1.0,2000.0,1985-2001
1854,346496.0,3.0,1.0,1990.0,1985-2001
1855,548097.0,5.0,1.0,1999.0,1985-2001
1856,535502.0,5.0,1.0,2000.0,1985-2001
1857,396904.0,5.0,1.0,1999.0,1985-2001
1858,447298.0,4.0,1.0,1999.0,1985-2001
1859,548104.0,5.0,1.0,2002.0,2002-2018
1860,457384.0,4.0,1.0,2003.0,2002-2018
1861,456118.0,4.0,1.0,2002.0,2002-2018
1862,355320.0,3.0,1.0,1984.0,1968-1984
1863,510303.0,4.0,0.0,2002.0,2002-2018
1864,529199.0,4.0,0.0,2003.0,2002-2018
1865,338942.0,3.0,1.0,2006.0,2002-2018
1866,341464.0,3.0,1.0,2004.0,2002-2018
1867,342719.0,3.0,1.0,2004.0,2002-2018
1868,325076.0,3.0,1.0,2005.0,2002-2018
1869,541800.0,5.0,1.0,2006.0,2002-2018
1870,515339.0,6.0,1.0,2005.0,2002-2018
1871,447296.0,5.0,1.0,2004.0,2002-2018
1872,529204.0,5.0,1.0,2005.0,2002-2018
1873,434701.0,4.0,1.0,2006.0,2002-2018
1874,434697.0,4.0,1.0,2006.0,2002-2018
1875,476281.0,4.0,1.0,2004.0,2002-2018
1876,453598.0,3.0,0.0,2002.0,2002-2018
1877,472499.0,5.0,1.0,2003.0,2002-2018
1878,466199.0,5.0,1.0,2002.0,2002-2018
1879,473760.0,4.0,1.0,2004.0,2002-2018
1880,497703.0,5.0,1.0,2003.0,2002-2018
1881,472496.0,5.0,1.0,2004.0,2002-2018
1882,371704.0,3.0,0.0,1988.0,1985-2001
1883,298621.0,2.0,0.0,2007.0,2002-2018
1884,326336.0,2.0,0.0,2014.0,2002-2018
1885,1155418.0,4.0,1.0,2004.0,2002-2018
1886,1115096.0,5.0,1.0,2003.0,2002-2018
1887,900898.0,3.0,1.0,2005.0,2002-2018
1888,1512004.0,4.0,1.0,2004.0,2002-2018
1889,1068479.0,4.0,1.0,2004.0,2002-2018
1890,3105903.0,5.0,1.0,2013.0,2002-2018
1891,1940397.0,4.0,1.0,2008.0,2002-2018
1892,2598121.0,4.0,1.0,2014.0,2002-2018
1893,2803498.0,4.0,1.0,2007.0,2002-2018
1894,2173502.0,4.0,1.0,2007.0,2002-2018
1895,604802.0,3.0,1.0,2003.0,2002-2018
1896,762301.0,3.0,1.0,2002.0,2002-2018
1897,844200.0,3.0,1.0,2000.0,1985-2001
1898,829712.0,3.0,1.0,1994.0,1985-2001
1899,919801.0,3.0,1.0,1996.0,1985-2001
1900,1606503.0,4.0,1.0,2000.0,1985-2001
1901,1055884.0,3.0,1.0,2004.0,2002-2018
1902,478804.0,2.0,1.0,1986.0,1985-2001
1903,592198.0,2.0,1.0,1984.0,1968-1984
1904,564477.0,3.0,1.0,2001.0,1985-2001
1905,645754.0,3.0,1.0,1989.0,1985-2001
1906,837901.0,3.0,1.0,1991.0,1985-2001
1907,314997.0,2.0,0.0,1986.0,1985-2001
1908,396897.0,2.0,1.0,1989.0,1985-2001
1909,598502.0,3.0,1.0,1996.0,1985-2001
1910,365399.0,2.0,0.0,1986.0,1985-2001
1911,365398.0,2.0,0.0,1985.0,1985-2001
1912,767340.0,3.0,1.0,1988.0,1985-2001
1913,549990.0,2.0,1.0,1991.0,1985-2001
1914,1030682.0,4.0,1.0,1989.0,1985-2001
1915,340196.0,3.0,1.0,1997.0,1985-2001
1916,245696.0,3.0,1.0,1989.0,1985-2001
1917,322557.0,3.0,0.0,1989.0,1985-2001
1918,142378.0,3.0,1.0,1988.0,1985-2001
1919,415798.0,3.0,1.0,1993.0,1985-2001
1920,196558.0,3.0,0.0,1980.0,1968-1984
1921,560697.0,1.0,1.0,2003.0,2002-2018
1922,360357.0,3.0,1.0,1999.0,1985-2001
1923,56696.0,3.0,1.0,2017.0,2002-2018
1924,338944.0,3.0,0.0,1992.0,1985-2001
1925,245702.0,3.0,0.0,1980.0,1968-1984
1926,240663.0,3.0,0.0,1977.0,1968-1984
1927,270903.0,3.0,1.0,1990.0,1985-2001
1928,259557.0,3.0,0.0,1987.0,1985-2001
1929,434696.0,3.0,1.0,2004.0,2002-2018
1930,303663.0,3.0,1.0,2000.0,1985-2001
1931,299247.0,3.0,0.0,1984.0,1968-1984
1932,302403.0,3.0,0.0,1987.0,1985-2001
1933,422102.0,4.0,0.0,1981.0,1968-1984
1934,163803.0,3.0,1.0,1988.0,1985-2001
1935,260823.0,3.0,1.0,1980.0,1968-1984
1936,286017.0,3.0,1.0,1986.0,1985-2001
1937,510298.0,3.0,1.0,2014.0,2002-2018
1938,277202.0,3.0,1.0,1991.0,1985-2001
1939,447296.0,3.0,1.0,2004.0,2002-2018
1940,321304.0,3.0,0.0,1987.0,1985-2001
1941,289797.0,3.0,1.0,1988.0,1985-2001
1942,253257.0,3.0,1.0,2000.0,1985-2001
1943,434703.0,2.0,1.0,1982.0,1968-1984
1944,793798.0,3.0,1.0,1985.0,1985-2001
1945,955084.0,3.0,1.0,1983.0,1968-1984
1946,313744.0,3.0,1.0,1996.0,1985-2001
1947,291693.0,3.0,1.0,1991.0,1985-2001
1948,282239.0,3.0,0.0,1990.0,1985-2001
1949,243179.0,3.0,0.0,1977.0,1968-1984
1950,371704.0,3.0,1.0,1991.0,1985-2001
1951,226802.0,3.0,0.0,1977.0,1968-1984
1952,415797.0,3.0,1.0,1993.0,1985-2001
1953,299881.0,3.0,1.0,2001.0,1985-2001
1954,253892.0,3.0,1.0,1980.0,1968-1984
1955,283499.0,4.0,0.0,1998.0,1985-2001
1956,252003.0,3.0,1.0,1977.0,1968-1984
1957,327596.0,3.0,1.0,1995.0,1985-2001
1958,277197.0,3.0,1.0,1977.0,1968-1984
1959,283496.0,3.0,1.0,1988.0,1985-2001
1960,52920.0,3.0,0.0,1977.0,1968-1984
1961,270904.0,4.0,0.0,1997.0,1985-2001
1962,235623.0,2.0,0.0,1978.0,1968-1984
1963,661501.0,3.0,1.0,1989.0,1985-2001
1964,308702.0,3.0,1.0,2002.0,2002-2018
1965,296102.0,3.0,1.0,1991.0,1985-2001
1966,294836.0,2.0,0.0,1949.0,1935-1950
1967,526046.0,3.0,1.0,1999.0,1985-2001
1968,535498.0,3.0,1.0,1997.0,1985-2001
1969,587158.0,3.0,1.0,1997.0,1985-2001
1970,560702.0,3.0,1.0,2001.0,1985-2001
1971,1275119.0,4.0,1.0,2014.0,2002-2018
1972,1134000.0,4.0,1.0,2007.0,2002-2018
1973,746550.0,4.0,1.0,2006.0,2002-2018
1974,1133998.0,3.0,1.0,2006.0,2002-2018
1975,1367104.0,4.0,1.0,2005.0,2002-2018
1976,503998.0,2.0,0.0,2010.0,2002-2018
1977,629998.0,3.0,1.0,2007.0,2002-2018
1978,384298.0,2.0,1.0,2009.0,2002-2018
1979,2060097.0,4.0,1.0,2015.0,2002-2018
1980,603536.0,2.0,0.0,2008.0,2002-2018
1981,585903.0,3.0,1.0,2007.0,2002-2018
1982,705602.0,2.0,1.0,2008.0,2002-2018
1983,951297.0,4.0,1.0,2004.0,2002-2018
1984,477541.0,3.0,1.0,2005.0,2002-2018
1985,390601.0,3.0,1.0,2006.0,2002-2018
1986,472498.0,2.0,0.0,2004.0,2002-2018
1987,541803.0,3.0,1.0,2004.0,2002-2018
1988,428401.0,3.0,1.0,2004.0,2002-2018
1989,441001.0,2.0,0.0,2009.0,2002-2018
1990,1512002.0,4.0,1.0,2006.0,2002-2018
1991,754738.0,3.0,1.0,2013.0,2002-2018
1992,711900.0,3.0,1.0,2015.0,2002-2018
1993,607317.0,3.0,1.0,2013.0,2002-2018
1994,656457.0,3.0,1.0,2014.0,2002-2018
1995,377997.0,2.0,1.0,2005.0,2002-2018
1996,2519999.0,5.0,1.0,2003.0,2002-2018
1997,1322999.0,4.0,1.0,2002.0,2002-2018
1998,989098.0,4.0,1.0,1998.0,1985-2001
1999,1745104.0,3.0,1.0,1998.0,1985-2001
2000,567000.0,3.0,1.0,2008.0,2002-2018
2001,585897.0,3.0,1.0,2006.0,2002-2018
2002,409499.0,3.0,1.0,1981.0,1968-1984
2003,431550.0,3.0,1.0,1981.0,1968-1984
2004,938699.0,3.0,1.0,2004.0,2002-2018
2005,1593902.0,5.0,1.0,2003.0,2002-2018
2006,510303.0,2.0,1.0,1983.0,1968-1984
2007,579599.0,2.0,1.0,1984.0,1968-1984
2008,951303.0,3.0,1.0,1998.0,1985-2001
2009,642598.0,3.0,1.0,1997.0,1985-2001
2010,343352.0,3.0,1.0,1988.0,1985-2001
2011,692996.0,3.0,1.0,1976.0,1968-1984
2012,1070997.0,3.0,1.0,1980.0,1968-1984
2013,371700.0,2.0,1.0,1991.0,1985-2001
2014,643861.0,3.0,0.0,1994.0,1985-2001
2015,535497.0,3.0,1.0,2002.0,2002-2018
2016,951296.0,3.0,1.0,1997.0,1985-2001
2017,905941.0,4.0,1.0,1999.0,1985-2001
2018,628736.0,4.0,1.0,1995.0,1985-2001
2019,916651.0,3.0,1.0,2006.0,2002-2018
2020,1058404.0,4.0,1.0,2007.0,2002-2018
2021,390604.0,3.0,1.0,2002.0,2002-2018
2022,541798.0,5.0,1.0,2002.0,2002-2018
2023,453598.0,5.0,1.0,2003.0,2002-2018
2024,551251.0,4.0,1.0,2002.0,2002-2018
2025,447300.0,3.0,1.0,1998.0,1985-2001
2026,371700.0,3.0,1.0,1998.0,1985-2001
2027,459900.0,3.0,1.0,1999.0,1985-2001
2028,415803.0,3.0,1.0,1997.0,1985-2001
2029,403203.0,4.0,1.0,2001.0,1985-2001
2030,497697.0,4.0,1.0,2001.0,1985-2001
2031,352804.0,3.0,1.0,2000.0,1985-2001
2032,396898.0,4.0,1.0,2001.0,1985-2001
2033,352797.0,3.0,1.0,2000.0,1985-2001
2034,349649.0,3.0,1.0,1998.0,1985-2001
2035,349650.0,3.0,1.0,1998.0,1985-2001
2036,516599.0,3.0,1.0,1997.0,1985-2001
2037,346498.0,4.0,1.0,1999.0,1985-2001
2038,390599.0,3.0,1.0,1999.0,1985-2001
2039,447297.0,4.0,1.0,1999.0,1985-2001
2040,503996.0,3.0,1.0,1992.0,1985-2001
2041,409496.0,4.0,1.0,1996.0,1985-2001
2042,495180.0,4.0,1.0,1995.0,1985-2001
2043,503999.0,4.0,1.0,1991.0,1985-2001
2044,321297.0,3.0,1.0,1989.0,1985-2001
2045,342093.0,2.0,1.0,1991.0,1985-2001
2046,333904.0,2.0,1.0,1989.0,1985-2001
2047,432183.0,4.0,1.0,1992.0,1985-2001
2048,314999.0,2.0,1.0,1990.0,1985-2001
2049,217353.0,3.0,0.0,1986.0,1985-2001
2050,378000.0,4.0,1.0,1990.0,1985-2001
2051,396899.0,3.0,1.0,1990.0,1985-2001
2052,185218.0,1.0,0.0,1990.0,1985-2001
2053,253892.0,2.0,0.0,1989.0,1985-2001
2054,613617.0,3.0,1.0,2003.0,2002-2018
2055,888302.0,3.0,1.0,2001.0,1985-2001
2056,1323002.0,3.0,1.0,1999.0,1985-2001
2057,1417499.0,3.0,1.0,2000.0,1985-2001
2058,216722.0,3.0,1.0,2008.0,2002-2018
2059,202856.0,2.0,1.0,2008.0,2002-2018
2060,463048.0,5.0,1.0,2007.0,2002-2018
2061,346497.0,4.0,1.0,2001.0,1985-2001
2062,460533.0,4.0,1.0,2014.0,2002-2018
2063,503999.0,4.0,1.0,2007.0,2002-2018
2064,527942.0,4.0,1.0,2008.0,2002-2018
2065,364768.0,2.0,0.0,2015.0,2002-2018
2066,414536.0,3.0,0.0,2016.0,2002-2018
2067,396268.0,3.0,0.0,2016.0,2002-2018
2068,378004.0,2.0,0.0,2014.0,2002-2018
2069,292951.0,3.0,0.0,2014.0,2002-2018
2070,427143.0,4.0,1.0,2012.0,2002-2018
2071,451082.0,3.0,0.0,2016.0,2002-2018
2072,466199.0,3.0,0.0,2016.0,2002-2018
2073,417060.0,3.0,0.0,2015.0,2002-2018
2074,468722.0,4.0,0.0,2014.0,2002-2018
2075,463683.0,5.0,0.0,2016.0,2002-2018
2076,151203.0,3.0,0.0,1984.0,1968-1984
2077,500854.0,4.0,0.0,2015.0,2002-2018
2078,508411.0,3.0,1.0,2014.0,2002-2018
2079,585897.0,5.0,1.0,2015.0,2002-2018
2080,462420.0,3.0,0.0,2013.0,2002-2018
2081,536126.0,5.0,1.0,2015.0,2002-2018
2082,589054.0,4.0,1.0,2014.0,2002-2018
2083,459896.0,3.0,0.0,2015.0,2002-2018
2084,626224.0,4.0,1.0,2016.0,2002-2018
2085,422728.0,3.0,0.0,2013.0,2002-2018
2086,470611.0,4.0,1.0,2014.0,2002-2018
2087,460528.0,4.0,1.0,2013.0,2002-2018
2088,490143.0,3.0,0.0,2015.0,2002-2018
2089,432812.0,3.0,0.0,2015.0,2002-2018
2090,515338.0,4.0,0.0,2015.0,2002-2018
2091,527941.0,5.0,0.0,2016.0,2002-2018
2092,569521.0,5.0,1.0,2015.0,2002-2018
2093,548731.0,5.0,1.0,2016.0,2002-2018
2094,550616.0,5.0,1.0,2016.0,2002-2018
2095,343352.0,3.0,1.0,2010.0,2002-2018
2096,296100.0,3.0,1.0,2011.0,2002-2018
2097,333896.0,3.0,1.0,2010.0,2002-2018
2098,350283.0,2.0,0.0,2015.0,2002-2018
2099,469983.0,4.0,0.0,2015.0,2002-2018
2100,617399.0,3.0,1.0,2013.0,2002-2018
2101,409496.0,3.0,0.0,2015.0,2002-2018
2102,351540.0,2.0,0.0,2015.0,2002-2018
2103,320037.0,3.0,0.0,2014.0,2002-2018
2104,345243.0,2.0,0.0,2014.0,2002-2018
2105,355319.0,2.0,0.0,2014.0,2002-2018
2106,347764.0,2.0,0.0,2015.0,2002-2018
2107,437217.0,3.0,0.0,2015.0,2002-2018
2108,372958.0,2.0,0.0,2014.0,2002-2018
2109,355322.0,2.0,0.0,2014.0,2002-2018
2110,412021.0,2.0,0.0,2014.0,2002-2018
2111,412646.0,3.0,0.0,2014.0,2002-2018
